"","X1","doc_id","Date","pr_nr","pr_date","short_text","docket_nb","date","year","pr_dummy","decision_type","second_senate_dummy","chamber_decision","unanimous","sep_op","oral","bvr","bvl","bvq","bvc","bve","bvf","bvb","bvg","bvk","bvh","bvm","bvn","pbvu","bvp","unsuc_dec","uncons","hyp_time_minus","prior_attention","count","lower_co_uncons","status_quo"
"845",845,"20130116_2bve000312.txt",20130116,"03/2013","16. Januar 2013","Antrag auf Erlass einer einstweiligen Anordnung gegen oeffentlichkeitsarbeit der FDP-Bundestagsfraktion erfolglosSiehe auchPressemitteilung Nr. 03/2013 vom 16. Januar 2013
","2 BvE 3/12",2013-01-16 01:00:00,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013-01-06 01:00:00,0,1205,0,0
"846",846,"20130122_1bvr036712.txt",20130122,NA,NA,"Auslagenerstattung nach Erledigterklaerung einer Verfassungsbeschwerde - Gegenstandswertfestsetzung im Verfassungsbeschwerde- sowie im eA-Verfahren
","1 BvR 367/12",2013-01-22 01:00:00,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-12 01:00:00,0,1001,0,0
"847",847,"20130206_2bvr212211.txt",20130206,"13/2013","27. Februar 2013","Nachtraegliche Sicherungsverwahrung im Anschluss an psychiatrische Unterbringung nur unter engen Voraussetzungen zulaessigSiehe auchPressemitteilung Nr. 13/2013 vom 27. Februar 2013
","2 BvR 2122/11",2013-02-06 01:00:00,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-27 01:00:00,0,6543,0,0
"848",848,"20130219_1bvl000111.txt",20130219,"09/2013","19. Februar 2013","Nichtzulassung der Sukzessivadoption durch eingetragene Lebenspartner ist verfassungswidrigSiehe auchPressemitteilung Nr. 09/2013 vom 19. Februar 2013
","1 BvL 1/11",2013-02-19 01:00:00,2013,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013-02-09 01:00:00,0,14316,1,0
"849",849,"20130220_2bve001112.txt",20130220,"15/2013","5. Maerz 2013","Antraege der NPD gegen Bundestag, Bundesrat und Bundesregierung erfolglosSiehe auchPressemitteilung Nr. 15/2013 vom 5. Maerz 2013
","2 BvE 11/12",2013-02-20 01:00:00,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013-02-10 01:00:00,0,3764,0,0
"850",850,"20130220_2bvr022812.txt",20130220,"14/2013","28. Februar 2013","Erfolgreiche Verfassungsbeschwerde gegen Zwangsbehandlung im Massregelvollzug – saechsische Rechtsgrundlage nichtigSiehe auchPressemitteilung Nr. 14/2013 vom 28. Februar 2013
","2 BvR 228/12",2013-02-20 01:00:00,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013-02-10 01:00:00,0,10379,0,1
"851",851,"20130305_1bvr245708.txt",20130305,"19/2013","3. April 2013","Festsetzung von Abgaben zum Vorteilsausgleich nur zeitlich begrenzt zulaessigSiehe auchPressemitteilung Nr. 19/2013 vom 3. April 2013
","1 BvR 2457/08",2013-03-05 01:00:00,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-02-23 01:00:00,0,6416,0,0
"852",852,"20130319_1bvr263512.txt",20130319,"22/2013","11. April 2013","Zum Mitwirkungsverbot wegen Vorbefassung in derselben SacheSiehe auchPressemitteilung Nr. 22/2013 vom 11. April 2013
","1 BvR 2635/12",2013-03-19 01:00:00,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-03-09 01:00:00,0,1623,0,0
"853",853,"20130319_2bvr262810.txt",20130319,"17/2013","19. Maerz 2013","Gesetzliche Regelung zur Verstaendigung im Strafprozess ist verfassungsgemaess – informelle Absprachen sind unzulaessigSiehe auchPressemitteilung Nr. 17/2013 vom 19. Maerz 2013
","2 BvR 2628/10",2013-03-19 01:00:00,2013,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-03-09 01:00:00,0,25532,0,0
"854",854,"20130320_2bvf000105.txt",20130320,"27/2013","18. April 2013","Normenkontrollantrag Bayerns und Hessens zum Luftsicherheitsgesetz teilweise erfolgreichSiehe auchPressemitteilung Nr. 27/2013 vom 18. April 2013
","2 BvF 1/05",2013-03-20 01:00:00,2013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2013-03-10 01:00:00,0,11543,0,1
"855",855,"20130403_vz003212.txt",20130403,NA,NA,"Zu den Anforderungen an die Begruendung einer Verzoegerungsbeschwerde (§ 97b Abs 2 S 2 BVerfGG) - Vortrag zur Unangemessenheit der Verfahrensdauer und ggf zu seit Einlegung der Verzoegerungsruege eingetretenen verfahrenserheblichen Umstaenden erforderlich
","1 BvR 2256/10",2013-04-03 02:00:00,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-03-24 01:00:00,0,2090,0,0
"856",856,"20130409_2bve001012.txt",20130409,NA,NA,"Verwerfung (A-limine-Abweisung) von Antraegen im Organstreitverfahren: Zur Frage der Passivlegitimation von im Bundestag vertretenen Fraktionen
","2 BvE 10/12",2013-04-09 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013-03-30 01:00:00,0,1418,0,0
"857",857,"20130424_1bvr121507.txt",20130424,"31/2013","24. April 2013","Antiterrordatei ist in ihren Grundstrukturen mit dem Grundgesetz vereinbar, nicht jedoch in ihrer Ausgestaltung im EinzelnenSiehe auchPressemitteilung Nr. 31/2013 vom 24. April 2013
","1 BvR 1215/07",2013-04-24 02:00:00,2013,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013-04-14 02:00:00,0,33115,0,1
"858",858,"20130507_2bvr090906.txt",20130507,"41/2013","6. Juni 2013","Ausschluss eingetragener Lebenspartnerschaften vom Ehegattensplitting ist verfassungswidrigSiehe auchPressemitteilung Nr. 41/2013 vom 6. Juni 2013
","2 BvR 909/06",2013-05-07 02:00:00,2013,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013-04-27 02:00:00,0,23384,0,1
"859",859,"20130508_1bvl000108.txt",20130508,"39/2013","28. Mai 2013","„Landeskinderregelung“ im frueheren Bremischen Studienkontengesetz ist verfassungswidrigSiehe auchPressemitteilung Nr. 39/2013 vom 28. Mai 2013
","1 BvL 1/08",2013-05-08 02:00:00,2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013-04-28 02:00:00,0,8335,1,0
"860",860,"20130709_2bvc000710.txt",20130709,"48/2013","26. Juli 2013","Freigabe der Briefwahl ist verfassungsgemaessSiehe auchPressemitteilung Nr. 48/2013 vom 26. Juli 2013
","2 BvC 7/10",2013-07-09 02:00:00,2013,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-29 02:00:00,0,2531,0,0
"861",861,"20130711_2bvr230211.txt",20130711,NA,NA,"Verfassungsmaessigkeit des Therapieunterbringungsgesetzes  bei verfassungskonformer Auslegung - Gesetzgebungskompetenz des Bundes fuer Erlass des ThUG gem Art 72 Abs 1, 74 Abs 1 Nr 1 GG
","2 BvR 2302/11",2013-07-11 02:00:00,2013,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-01 02:00:00,0,26203,0,0
"862",862,"20130716_1bvr305711.txt",20130716,"49/2013","7. August 2013","Zur Erforderlichkeit eines fachgerichtlichen Anhoerungsruegeverfahrens vor Erhebung der VerfassungsbeschwerdeSiehe auchPressemitteilung Nr. 49/2013 vom 7. August 2013
","1 BvR 3057/11",2013-07-16 02:00:00,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-06 02:00:00,0,4722,0,0
"863",863,"20130723_2bvc000113.txt",20130723,"47/2013","24. Juli 2013","Bundesverfassungsgericht entscheidet ueber vorschlagsberechtigte Parteien fuer die Wahl zum 18. Deutschen BundestagSiehe auchPressemitteilung Nr. 47/2013 vom 24. Juli 2013
","2 BvC 1/13",2013-07-23 02:00:00,2013,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,938,0,0
"864",864,"20130723_2bvc000213.txt",20130723,NA,NA,"Verwerfung eine Nichtanerkennungsbeschwerde (§ 18 Abs 4a BWahlG): Kein Rechtsschutzinteresse bei Verfehlung des Quorums des § 27 Abs 1 S 2 BWahlG - Nichtanerkennungsbeschwerdeverfahren dient nicht der abstrakten Feststellung, ob einer Vereinigung Parteieigenschaft zukommt
","2 BvC 2/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,665,0,0
"865",865,"20130723_2bvc000313.txt",20130723,NA,NA,"Anerkennung der Wahlvorschlagsberechtigung einer politischen Partei fuer die Wahl zum 18. Deutschen Bundestag - Zu den formellen Anforderungen an eine Beteiligungsanzeige gem § 18 Abs 2 S 2 BWahlG bzw § 18 Abs 3 S 4 Nr 2 BWahlG
","2 BvC 3/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 02:00:00,0,2398,0,0
"866",866,"20130723_2bvc000413.txt",20130723,NA,NA,"Zurueckweisung einer Nichtanerkennungsbeschwerde (§ 18 Abs 4a S 1 BWahlG): Fehlen der Parteieigenschaft gem Art 21 GG, § 2 PartG - unzureichende organisatorische Verfestigung bei Fehlen von Landesverbaenden und lediglich acht Parteimitgliedern
","2 BvC 4/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 02:00:00,0,1320,0,0
"867",867,"20130723_2bvc000513.txt",20130723,NA,NA,"
","2 BvC 5/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,456,0,0
"868",868,"20130723_2bvc000613.txt",20130723,NA,NA,"
","2 BvC 6/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,541,0,0
"869",869,"20130723_2bvc000713.txt",20130723,NA,NA,"
","2 BvC 7/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 02:00:00,0,687,0,0
"870",870,"20130723_2bvc000813.txt",20130723,NA,NA,"
","2 BvC 8/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,1277,0,0
"871",871,"20130723_2bvc000913.txt",20130723,NA,NA,"
","2 BvC 9/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,883,0,0
"872",872,"20130723_2bvc001013.txt",20130723,NA,NA,"
","2 BvC 10/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,314,0,0
"873",873,"20130723_2bvc001113.txt",20130723,NA,NA,"
","2 BvC 11/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,288,0,0
"874",874,"20130723_2bvc001213.txt",20130723,NA,NA,"
","2 BvC 12/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-13 02:00:00,0,654,0,0
"875",875,"20130723_2bvq003013.txt",20130723,NA,NA,"A-limine-Abweisung (§ 24 BVerfGG) einer ""vorverlegten Wahlpruefungsbeschwerde"" nach § 32 BVerfGG bei offensichtlicher Unzulaessigkeit einer noch zu erhebenden Wahlpruefungsbeschwerde - Grundkonzeption nachtraeglichen Rechtsschutzes im Wahlverfahren gilt auch nach Einfuehrung der Nichtanerkennungsbeschwerde fort
","2 BvQ 30/13",2013-07-23 02:00:00,2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-07-13 02:00:00,0,1073,0,0
"876",876,"20130730_vz000213.txt",20130730,NA,NA,"Verwerfung zweier Verzoegerungsbeschwerden als unzulaessig - Zu den Anforderungen an die Darlegung eines Nachteils wegen Verzoegerung von Verfahren, die keine individualschuetzende Funktion haben 
","2 BvE 2/09",2012-04-18 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2012-04-08 02:00:00,1,1732,0,1
"877",877,"20130917_2bve000413.txt",20130917,"57/2013","17. September 2013","Eilantrag der NPD gegen den Bundespraesidenten abgelehntSiehe auchPressemitteilung Nr. 57/2013 vom 17. September 2013
","2 BvE 4/13",2013-09-17 02:00:00,2013,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013-09-07 02:00:00,0,851,0,0
"878",878,"20130917_2bvr243610.txt",20130917,"60/2013","9. Oktober 2013","Abgeordnetenbeobachtung durch den Verfassungsschutz unterliegt strengen VerhaeltnismaessigkeitsanforderungenSiehe auchPressemitteilung Nr. 60/2013 vom 9. Oktober 2013
","2 BvR 2436/10",2013-09-17 02:00:00,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-09-07 02:00:00,0,21662,0,0
"879",879,"20130919_2bve000413.txt",20130919,NA,NA,"Verwerfung eines Widerspruchs gegen die Ablehnung des Erlasses einer eA im Organstreitverfahren: Unzulaessigkeit des Widerspruchs bei fehlendem Rechtsschutzbeduerfnis
","2 BvE 4/13",2013-09-19 02:00:00,2013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013-09-09 02:00:00,0,393,0,0
"880",880,"20131023_1bvr184211.txt",20131023,NA,NA,"Gerichtliche Angemessenheitskontrolle der Nutzungsverguetung fuer Urheber verfassungsrechtlich unbedenklich - §§ 32 Abs 1 S 3, Abs 2 S 2 UrhG idF vom 22.03.2002 mit Art 12 Abs 1 GG vereinbar
","1 BvR 1842/11",2013-10-23 02:00:00,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013-10-13 02:00:00,0,12309,0,0
"881",881,"20131217_1bvl000508.txt",20131217,"12/2014","20. Februar 2014","Klarstellung des geltenden Rechts durch den Gesetzgeber kann als echte Rueckwirkung verfassungsrechtlich unzulaessig seinSiehe auchPressemitteilung Nr. 12/2014 vom 20. Februar 2014
","1 BvL 5/08",2013-12-17 01:00:00,2013,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-07 01:00:00,1,16447,0,0
"882",882,"20131217_1bvl000610.txt",20131217,"4/2014","30. Januar 2014","Regelungen zur behoerdlichen Vaterschaftsanfechtung sind nichtigSiehe auchPressemitteilung Nr. 4/2014 vom 30. Januar 2014
","1 BvL 6/10",2013-12-17 01:00:00,2013,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-07 01:00:00,1,14162,0,0
"883",883,"20131217_1bvr313908.txt",20131217,"76/2013","17. Dezember 2013","Urteil in Sachen „Braunkohlentagebau Garzweiler“: Rechtsschutz Enteignungs- und Umsiedlungsbetroffener gestaerktSiehe auchPressemitteilung Nr. 76/2013 vom 17. Dezember 2013
","1 BvR 3139/08",2013-12-17 01:00:00,2013,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-07 01:00:00,1,37995,0,0
"884",884,"20131217_2bvr139012.txt",20131217,"9/2014","7. Februar 2014","Hauptsacheverfahren ESM/EZB: Urteilsverkuendung sowie Vorlage an den Gerichtshof der Europaeischen UnionSiehe auchPressemitteilung Nr. 9/2014 vom 7. Februar 2014
","2 BvR 1390/12",2013-12-17 01:00:00,2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-07 01:00:00,1,3875,0,0
"885",885,"20140114_1bvr299811.txt",20140114,NA,NA,"Partielle Nichtigkeit der Regelungen ueber den Ausschluss von Rechtsanwalts- und Patentanwalts-GmbHs mit Doppelzulassung (§ 59e Abs 2 S 1, § 59f Abs 1 BRAO; § 52e Abs 2 S 1, § 52f Abs 1 S 1 PatAnwO) - Verletzung der Berufsfreiheit (Art 12 Abs 1 GG)
","1 BvR 2998/11",2014-01-14 01:00:00,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014-01-04 01:00:00,0,11606,0,1
"886",886,"20140114_2bvr272813.txt",20140114,"9/2014","7. Februar 2014","Hauptsacheverfahren ESM/EZB: Urteilsverkuendung sowie Vorlage an den Gerichtshof der Europaeischen UnionSiehe auchPressemitteilung Nr. 9/2014 vom 7. Februar 2014
","2 BvR 2728/13",2014-01-14 01:00:00,2014,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-01-04 01:00:00,0,24819,0,0
"887",887,"20140115_1bvr165609.txt",20140115,"10/2014","14. Februar 2014","Degressiver Zweitwohnungsteuertarif bedarf hinreichend gewichtiger SachgruendeSiehe auchPressemitteilung Nr. 10/2014 vom 14. Februar 2014
","1 BvR 1656/09",2014-01-15 01:00:00,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-01-05 01:00:00,0,9316,0,0
"888",888,"20140128_2bvb000113.txt",20140128,NA,NA,"Ablehnung des Erlasses einer eA im Parteiverbotsverfahren sowie Ablehnung der Verfahrensaussetzung - Verrechnung von Abschlagszahlungen gem § 20 PartG mit Rueckforderungsanspruch gem § 31b PartG bedarf vorrangig fachgerichtlicher Klaerung
","2 BvB 1/13",2014-01-28 01:00:00,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014-01-18 01:00:00,0,1048,0,0
"889",889,"20140128_2bvr156112.txt",20140128,"3/2014","28. Januar 2014","Verfassungsmaessigkeit der Filmabgabe nach dem Filmfoerderungsgesetz - Gesetzgebungszustaendigkeit des Bundes gemaess Art. 74 Abs. 1 Nr. 11 GG
","2 BvR 1561/12",2014-01-28 01:00:00,2014,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-01-18 01:00:00,0,28051,0,0
"890",890,"20140212_1bvl001110.txt",20140212,NA,NA,"Unvereinbarkeit der bremischen und saarlaendischen Regelungen ueber den Stueckzahlmassstab in den jeweiligen Vergnuegungssteuergesetzen (§ 3 Abs 1 VergnStG BR; § 14 Abs 1 VergnStG SL) mit Art 3 Abs 1 GG - weitere Anwendbarkeit jeweils lediglich bis 31.12.2005, dh sechs Monate nach aenderung der Rspr des BVerwG (BVerwGE 123, 218)
","1 BvL 11/10",2014-02-12 01:00:00,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014-02-02 01:00:00,0,3590,1,0
"891",891,"20140224_1bvl001812.txt",20140224,NA,NA,"Gegenstandslosigkeit einer Richtervorlage nach Entscheidung des BVerfG in Parallelverfahren
","1 BvL 18/12",2014-02-24 01:00:00,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-14 01:00:00,0,315,0,0
"892",892,"20140224_1bvl001912.txt",20140224,NA,NA,"Gegenstandslosigkeit einer Richtervorlage nach Entscheidung des BVerfG in Parallelverfahren
","1 BvL 19/12",2014-02-24 01:00:00,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-14 01:00:00,0,315,0,0
"893",893,"20140226_1bvr047110.txt",20140226,"22/2014","13. Maerz 2014","„Kopftuch-Verfahren“ werden ohne Mitwirkung von Vizepraesident Prof. Dr. Ferdinand Kirchhof entschiedenSiehe auchPressemitteilung Nr. 22/2014 vom 13. Maerz 2014
","1 BvR 471/10",2014-02-26 01:00:00,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-16 01:00:00,0,3582,0,0
"894",894,"20140226_2bve000213.txt",20140226,"14/2014","26. Februar 2014","Drei-Prozent-Sperrklausel im Europawahlrecht ist unter den gegenwaertigen rechtlichen und tatsaechlichen Verhaeltnissen verfassungswidrigSiehe auchPressemitteilung Nr. 14/2014 vom 26. Februar 2014
","2 BvE 2/13",2014-02-26 01:00:00,2014,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014-02-16 01:00:00,0,18403,0,0
"895",895,"20140312_2bve000114.txt",20140312,NA,NA,"Fristen fuer Einreichung von Wahlvorschlaegen fuer die Europawahl sowie Zeitpunkt fuer Entscheidung ueber Zulaessigkeit der Wahlvorschlaege (§ 11 Abs. 1 EuWG; § 14 Abs. 1 S. 1 EuWG) verfassungsrechtlich unbedenklich 
","2 BvE 1/14",2014-03-12 01:00:00,2014,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014-03-02 01:00:00,0,1691,0,0
"896",896,"20140318_2bvr139012.txt",20140318,"23/2014","18. Maerz 2014","Verfassungsbeschwerden und Organstreitverfahren gegen Europaeischen Stabilitaetsmechanismus und Fiskalpakt erfolglosSiehe auchPressemitteilung Nr. 23/2014 vom 18. Maerz 2014
","2 BvR 1390/12",2014-03-18 01:00:00,2014,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2014-03-08 01:00:00,0,41560,0,1
"897",897,"20140319_2bve000712.txt",20140319,NA,NA,"Eine im bayerischen Landtag vertretene Fraktion und einzelnen Landtagsabgeordneten sind im Organstreitverfahren nicht antragsberechtigt.
","2 BvE 7/12",2014-03-19 01:00:00,2014,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014-03-09 01:00:00,0,3039,0,0
"898",898,"20140325_1bvf000111.txt",20140325,"26/2014","25. Maerz 2014","Normenkontrollantraege gegen den ZDF-Staatsvertrag ueberwiegend erfolgreichSiehe auchPressemitteilung Nr. 26/2014 vom 25. Maerz 2014
","1 BvF 1/11",2014-03-25 01:00:00,2014,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014-03-15 01:00:00,0,20903,0,1
"899",899,"20140401_2bvf000112.txt",20140401,"46/2014","28. Mai 2014","Teils unzulaessige, teils unbegruendete Normenkontrollantraege gegen die Verordnung ueber Ausnahmen von strassenverkehrsrechtlichen Vorschriften fuer Fahrzeuge und Fahrzeugkombinationen mit ueberlaenge  vom 19.12.2011, wonach Fahrzeuge und Fahrzeugkombinationen im Gueterverkehr unter bestimmten Voraussetzungen laenger sein duerfen als es in den sonst geltenden strassenverkehrsrechtlichen Regelungen vorgesehen ist – Erprobung sog „Gigaliner“
","2 BvF 1/12",2014-04-01 02:00:00,2014,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014-03-22 01:00:00,1,17789,0,1
"900",900,"20140401_2bvl000209.txt",20140401,"41/2014","6. Mai 2014","Unzulaessige Richtervorlage zum Entfallen eines Verlustvortrags nach einem sog. MantelkaufSiehe auchPressemitteilung Nr. 41/2014 vom 6. Mai 2014
","2 BvL 2/09",2014-04-01 02:00:00,2014,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-03-22 01:00:00,1,9022,0,0
"901",901,"20140506_1bvl000912.txt",20140506,NA,NA,"Ausschluss bestimmter Anrechte aus dem Anwendungsbereich des § 32 VersAusglG verfassungsrechtlich unbedenklich - keine Verletzung der Eigentumsgarantie oder des Gleichheitssatzes
","1 BvL 9/12",2014-05-06 02:00:00,2014,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-04-26 02:00:00,0,11735,0,0
"902",902,"20140506_2bve000312.txt",20140506,"48/2014","3. Juni 2014","Organklage der NPD gegen die fruehere FDP-Bundestagsfraktion unzulaessigSiehe auchPressemitteilung Nr. 48/2014 vom 3. Juni 2014
","2 BvE 3/12",2014-05-06 02:00:00,2014,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014-04-26 02:00:00,0,1341,0,0
"903",903,"20140506_2bvr113912.txt",20140506,NA,NA,"Weinabgabe nach § 43 WeinG  sowie Abgabe fuer gebietliche Absatzfoerderung gem § 1 AbfoeG Wein Rh.-Pf.  als zulaessige Sonderabgaben mit Finanzierungsfunktion verfassungsrechtlich unbedenklich - insb zur Homogenitaet der Gruppe der Abgabepflichtigen sowie zur Gruppennuetzigkeit der Mittelverwendung
","2 BvR 1139/12",2014-05-06 02:00:00,2014,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-04-26 02:00:00,0,26983,0,0
"904",904,"20140610_2bve000209.txt",20140610,"50/2014","10. Juni 2014","Organstreitverfahren in Sachen „Bundesversammlung“ erfolglosSiehe auchPressemitteilung Nr. 50/2014 vom 10. Juni 2014
","2 BvE 2/09",2012-04-18 02:00:00,2014,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2012-04-08 02:00:00,1,16793,0,0
"905",905,"20140610_2bve000413.txt",20140610,"51/2014","10. Juni 2014","Organklage der NPD gegen den Bundespraesidenten zurueckgewiesenSiehe auchPressemitteilung Nr. 51/2014 vom 10. Juni 2014
","2 BvE 4/13",2014-06-10 02:00:00,2014,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014-05-31 02:00:00,0,5181,0,0
"906",906,"20140624_1bvr292613.txt",20140624,"67/2014","25. Juli 2014","Grosseltern muessen bei der Auswahl eines Vormunds in Betracht gezogen werdenSiehe auchPressemitteilung Nr. 67/2014 vom 25. Juli 2014
","1 BvR 2926/13",2014-06-24 02:00:00,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-06-14 02:00:00,0,5155,0,0
"907",907,"20140624_1bvr321707.txt",20140624,"66/2014","24. Juli 2014","Verfassungsbeschwerde gegen die organisatorische Ausgestaltung der Medizinischen Hochschule Hannover im Wesentlichen erfolgreichSiehe auchPressemitteilung Nr. 66/2014 vom 24. Juli 2014
","1 BvR 3217/07",2014-06-24 02:00:00,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2014-06-14 02:00:00,0,14934,0,1
"908",908,"20140625_1bvr066810.txt",20140625,NA,NA,"Wiederkehrende Strassenbaubeitraege verfassungsgemaess - Art 3 Abs 1 GG (abgabenrechtliche Belastungsgleichheit) gebietet verfassungskonforme Auslegung des § 10a KAG RP 
","1 BvR 668/10",2014-06-25 02:00:00,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-06-15 02:00:00,0,10007,0,0
